type,title,listed_in,description
Movie,Gaddar: the Traitor,"Dramas, International Movies, Thrillers",An Indian man who has become a major business mogul in Canada must return to his homeland where he's reviled due to being wrongly branded a traitor.
Movie,Ghanchakkar,"Comedies, International Movies, Thrillers","Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more."
Movie,Grandmaster,"International Movies, Thrillers","Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims."
Movie,Hattrick,"Comedies, Dramas, International Movies",Stories of personal victories coincide with Team India's battle for the Cricket World Cup in this engaging ensemble drama.
Movie,Heroine,"Dramas, International Movies",One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.
Movie,Himmatwala,"Action & Adventure, Comedies, International Movies",A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.
Movie,Husbands in Goa,"Comedies, International Movies, Music & Musicals","Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa."
Movie,Jatts in Golmaal,"Comedies, International Movies, Music & Musicals","Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant."
Movie,Kai Po Che!,"Dramas, International Movies, Sports Movies",This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
Movie,Kalakalappu,"Comedies, International Movies, Music & Musicals","Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop."
Movie,Katt Williams: The Pimp Chronicles: Pt. 1,Stand-Up Comedy,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
Movie,Katti Batti,"Comedies, Dramas, International Movies","After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them."
Movie,Life in a ... Metro,"Dramas, International Movies, Music & Musicals",A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.
Movie,Marc Maron: Thinky Pain,Stand-Up Comedy,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
Movie,Mumbai Meri Jaan,"Dramas, International Movies","A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
Movie,Mundeyan Ton Bachke Rahin,"Comedies, International Movies, Music & Musicals","When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
Movie,No One Killed Jessica,"Dramas, International Movies",This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
Movie,Oye Lucky! Lucky Oye!,"Comedies, Dramas, International Movies","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
Movie,Paan Singh Tomar,"Action & Adventure, Dramas, International Movies",Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
Movie,Raja Natwarlal,"Dramas, International Movies, Thrillers",A small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.
Movie,Satyagraha,"Dramas, International Movies, Music & Musicals","In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption."
Movie,Settai,"Comedies, International Movies, Music & Musicals","Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates."
Movie,Sigaram Thodu,"Dramas, International Movies, Thrillers",A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
Movie,Sommore: The Reign Continues,Stand-Up Comedy,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina."
Movie,The Untold Tales of Armistead Maupin,"Documentaries, LGBTQ Movies","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
Movie,Vaya,"Dramas, Independent Movies, International Movies","Three youths from rural South Africa set out for Johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive."
Movie,Welcome to Sajjanpur,"Comedies, Dramas, International Movies","An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
Movie,Yeh Hai Bakrapur,"Comedies, Dramas, Independent Movies","A poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity."
Movie,Zokkomon,"Children & Family Movies, Dramas","When his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along."
Movie,Gun City,"Dramas, International Movies, Thrillers","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
Movie,Heneral Luna,"Dramas, International Movies",Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
Movie,Dragon Tiger Gate,"Action & Adventure, International Movies",Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.
Movie,Been So Long,"Dramas, International Movies, Music & Musicals",A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.
Movie,Dovlatov,"Dramas, International Movies","Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime."
Movie,Jefe,"Comedies, Dramas, International Movies","A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
Movie,Santo Cachón,"Comedies, International Movies, Romantic Movies",A man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.
Movie,Shirkers,Documentaries,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers."
Movie,W/O Ram,"Dramas, International Movies, Thrillers","Frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger."
Movie,Ronnie Coleman: The King,Documentaries,"Today, legendary bodybuilder Ronnie Coleman's body bears the scars of becoming the best in the world. Here, he shares what it took to reach his goals."
Movie,Baahubali: The Beginning (English Version),"Action & Adventure, Dramas, International Movies",Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
